S,pi_optimal,V_optimal,pi_early_iteration,V_early_iteration
2013,1,-1328.428552,1097,-1390.294222
2014,1,-1328.718549,1097,-1390.464222
2015,1,-1329.011747,1097,-1390.624222
2016,1,-1329.296781,1097,-1390.794222
2017,1,-1329.584099,1097,-1390.954222
2018,1,-1329.874244,1097,-1391.124222
2019,1,-1330.15577,1097,-1391.284222
2020,1,-1330.441149,1097,-1391.444222
2021,1,-1330.729132,1097,-1391.614222
2022,1,-1331.02033,1097,-1391.774222
2023,1,-1331.303375,1097,-1391.944222
2024,1,-1331.58872,1097,-1392.104222
2025,1,-1331.876912,1097,-1392.274222
2026,1,-1332.156503,1097,-1392.434222
2027,1,-1332.439948,1097,-1392.604222
2028,1,-1332.726022,1097,-1392.764222
2029,1,-1333.015344,1097,-1392.924222
2030,1,-1333.296547,1097,-1393.094222
2031,1,-1333.580091,1097,-1393.254222
2032,1,-1333.866534,1097,-1393.424222
2033,1,-1334.144433,1097,-1393.584222
2034,1,-1334.424156,1097,-1393.754222
2035,1,-1334.708228,1097,-1393.914222
2036,1,-1334.995557,1097,-1394.074222
2037,1,-1335.27477,1097,-1394.244222
2038,1,-1335.556331,1097,-1394.404222
2039,1,-1335.8408,1097,-1394.574222
2040,1,-1336.116729,1097,-1394.734222
2041,1,-1336.394487,1097,-1394.904222
2042,1,-1336.676584,1097,-1395.064222
2043,1,-1336.961947,1097,-1395.234222
2044,1,-1337.239199,1097,-1395.394222
2045,1,-1337.518807,1097,-1395.554222
2046,1,-1337.801334,1097,-1395.724222
2047,1,-1338.075326,1097,-1395.884222
2048,1,-1338.351158,1097,-1396.054222
2049,1,-1338.631319,1097,-1396.214222
2050,1,-1338.914761,1097,-1396.384222
2051,1,-1339.190104,1097,-1396.544222
2052,1,-1339.467815,1097,-1396.714222
2053,1,-1339.748464,1097,-1396.874222
2054,1,-1340.020595,1097,-1397.034222
2055,1,-1340.294585,1097,-1397.204222
2056,1,-1340.572912,1097,-1397.364222
2057,1,-1340.85455,1097,-1397.534222
2058,1,-1341.12812,1097,-1397.694222
2059,1,-1341.404098,1097,-1397.864222
2060,1,-1341.683064,1097,-1398.024222
2061,1,-1341.953565,1097,-1398.184222
2062,1,-1342.225993,1097,-1398.354222
2063,1,-1342.500822,1097,-1398.514222
2064,1,-1342.780628,1097,-1398.684222
2065,1,-1343.052386,1097,-1398.844222
2066,1,-1343.32658,1097,-1399.014222
2067,1,-1343.603796,1097,-1399.174222
2068,1,-1343.872582,1097,-1399.344222
2069,1,-1344.143338,1097,-1399.504222
2070,1,-1344.416552,1097,-1399.664222
2071,1,-1344.694791,1097,-1399.834222
2072,1,-1344.965057,1097,-1399.994222
2073,1,-1345.237851,1097,-1400.164222
2074,1,-1345.513782,1097,-1400.324222
2075,1,-1345.781416,1097,-1400.494222
2076,1,-1346.051184,1097,-1400.654222
2077,1,-1346.323608,1097,-1400.814222
2078,1,-1346.601285,1097,-1400.984222
2079,1,-1346.87128,1097,-1401.144222
2080,1,-1347.144158,1097,-1401.314222
2081,1,-1347.420609,1097,-1401.474222
2082,1,-1347.68929,1097,-1401.644222
2083,1,-1347.960746,1097,-1401.804222
2084,1,-1348.235644,1097,-1401.974222
2085,1,-1348.502609,1097,-1402.134222
2086,1,-1348.774085,1097,-1402.294222
2087,1,-1349.049186,1097,-1402.464222
2088,1,-1349.328765,1097,-1402.624222
2089,1,-1349.601673,1097,-1402.794222
2090,1,-1349.878701,1097,-1402.954222
2091,1,-1350.160816,1097,-1403.124222
2092,1,-1350.436998,1097,-1403.284222
2093,1,-1350.720117,1097,-1403.444222
2094,1,-1351.009847,1097,-1403.614222
2095,1,-1351.307707,1097,-1403.774222
2096,1,-1351.60335,1097,-1403.944222
2097,1,-1351.90856,1097,-1404.104222
2098,1,-1352.225514,1097,-1404.274222
2099,1,-1352.544669,1097,-1404.424222
2100,1,-1352.878792,1097,-1404.534222
2101,1,-1353.217165,1097,-1404.644222
2102,1,-1353.5486,1097,-1404.754222
2103,1,-1353.883854,1097,-1404.864222
2104,1,-1354.211639,1097,-1404.974222
2105,1,-1354.542594,1097,-1405.074222
2106,1,-1354.879375,1097,-1405.184222
2107,1,-1355.209261,1097,-1405.294222
2108,1,-1355.543022,1097,-1405.404222
2109,1,-1355.869378,1097,-1405.514222
2110,1,-1356.198983,1097,-1405.624222
2111,1,-1356.532642,1097,-1405.734222
2112,1,-1356.859111,1097,-1405.844222
2113,1,-1357.189095,1097,-1405.954222
2114,1,-1357.523458,1097,-1406.064222
2115,1,-1357.851026,1097,-1406.174222
2116,1,-1358.182595,1097,-1406.284222
2117,1,-1358.506904,1097,-1406.394222
2118,1,-1358.834644,1097,-1406.504222
2119,1,-1359.166664,1097,-1406.614222
2120,1,-1359.491761,1097,-1406.724222
2121,1,-1359.820705,1097,-1406.834222
2122,1,-1360.142195,1097,-1406.944222
2123,1,-1360.466881,1097,-1407.054222
2124,1,-1360.795559,1097,-1407.164222
2125,1,-1361.116958,1097,-1407.274222
2126,1,-1361.441769,1097,-1407.384222
2127,1,-1361.770839,1097,-1407.494222
2128,1,-1362.092953,1097,-1407.604222
2129,1,-1362.418877,1097,-1407.714222
2130,1,-1362.737293,1097,-1407.814222
2131,1,-1363.060627,1097,-1407.924222
2132,1,-1363.388278,1097,-1408.034222
2133,1,-1363.709043,1097,-1408.144222
2134,1,-1364.033702,1097,-1408.254222
2135,1,-1364.350953,1097,-1408.364222
2136,1,-1364.67146,1097,-1408.474222
2137,1,-1364.996038,1097,-1408.584222
2138,1,-1365.313422,1097,-1408.694222
2139,1,-1365.634327,1097,-1408.804222
2140,1,-1365.959629,1097,-1408.914222
2141,1,-1366.278133,1097,-1409.024222
2142,1,-1366.600647,1097,-1409.134222
2143,1,-1366.915885,1097,-1409.244222
2144,1,-1367.234544,1097,-1409.354222
2145,1,-1367.557482,1097,-1409.464222
2146,1,-1367.873471,1097,-1409.574222
2147,1,-1368.193286,1097,-1409.684222
2148,1,-1368.505596,1097,-1409.794222
2149,1,-1368.821045,1097,-1409.904222
2150,1,-1369.140428,1097,-1410.014222
2151,1,-1369.452435,1097,-1410.124222
2152,1,-1369.767743,1097,-1410.234222
2153,1,-1370.087185,1097,-1410.344222
2154,1,-1370.399494,1097,-1410.444222
2155,1,-1370.71711,1097,-1410.554222
2156,1,-1371.027323,1097,-1410.664222
2157,1,-1371.340806,1097,-1410.774222
2158,1,-1371.658385,1097,-1410.884222
2159,1,-1371.968782,1097,-1410.994222
2160,1,-1372.28272,1097,-1411.104222
2161,1,-1372.601089,1097,-1411.214222
2162,1,-1372.912685,1097,-1411.324222
2163,1,-1373.228328,1097,-1411.434222
2164,1,-1373.536723,1097,-1411.544222
2165,1,-1373.848578,1097,-1411.654222
2166,1,-1374.16477,1097,-1411.764222
2167,1,-1374.474067,1097,-1411.874222
2168,1,-1374.787261,1097,-1411.984222
2169,1,-1375.093018,1097,-1412.094222
2170,1,-1375.402006,1097,-1412.204222
2171,1,-1375.715048,1097,-1412.314222
2172,1,-1376.020842,1097,-1412.424222
2173,1,-1376.330102,1097,-1412.534222
2174,1,-1376.643707,1097,-1412.644222
2175,1,-1376.95042,1097,-1412.754222
2176,1,-1377.261039,1097,-1412.864222
2177,1,-1377.564223,1097,-1412.974222
2178,1,-1377.870641,1097,-1413.074222
2179,1,-1378.182751,1097,-1413.184222
2180,1,-1378.487993,1097,-1413.294222
2181,1,-1378.797172,1097,-1413.404222
2182,1,-1379.098948,1097,-1413.514222
2183,1,-1379.404002,1097,-1413.624222
2184,1,-1379.713173,1097,-1413.734222
2185,1,-1380.015163,1097,-1413.844222
2186,1,-1380.320705,1097,-1413.954222
2187,1,-1380.630704,1097,-1414.064222
2188,1,-1380.933938,1097,-1414.174222
2189,1,-1381.241239,1097,-1414.284222
2190,1,-1381.541291,1097,-1414.394222
2191,1,-1381.844814,1097,-1414.504222
2192,1,-1382.152696,1097,-1414.614222
2193,1,-1382.453687,1097,-1414.724222
2194,1,-1382.758592,1097,-1414.834222
2195,1,-1383.056053,1097,-1414.944222
2196,1,-1383.356746,1097,-1415.054222
2197,1,-1383.661505,1097,-1415.164222
2198,1,-1383.959006,1097,-1415.274222
2199,1,-1384.259968,1097,-1415.384222
2200,1,-1384.565283,1097,-1415.494222
2201,1,-1384.86369,1097,-1415.604222
2202,1,-1385.165994,1097,-1415.714222
2203,1,-1385.460826,1097,-1415.814222
2204,1,-1385.760406,1097,-1415.924222
2205,1,-1386.064377,1097,-1416.034222
2206,1,-1386.361486,1097,-1416.144222
2207,1,-1386.66255,1097,-1416.254222
2208,1,-1386.956208,1097,-1416.364222
2209,1,-1387.253149,1097,-1416.474222
2210,1,-1387.554223,1097,-1416.584222
2211,1,-1387.848112,1097,-1416.694222
2212,1,-1388.145556,1097,-1416.804222
2213,1,-1388.447475,1097,-1416.914222
2214,1,-1388.742626,1097,-1417.024222
2215,1,-1389.041852,1097,-1417.134222
2216,1,-1389.333814,1097,-1417.244222
2217,1,-1389.629237,1097,-1417.354222
2218,1,-1389.929018,1097,-1417.464222
2219,1,-1390.221885,1097,-1417.574222
2220,1,-1390.518646,1097,-1417.684222
2221,1,-1390.807914,1097,-1417.794222
2222,1,-1391.100359,1097,-1417.904222
2223,1,-1391.396816,1097,-1418.014222
2224,1,-1391.68592,1097,-1418.124222
2225,1,-1391.978379,1097,-1418.234222
2226,1,-1392.275068,1097,-1418.344222
2227,1,-1392.564675,1097,-1418.444222
2228,1,-1392.859448,1097,-1418.554222
2229,1,-1393.146818,1097,-1418.664222
2230,1,-1393.437481,1097,-1418.774222
2231,1,-1393.732301,1097,-1418.884222
2232,1,-1394.019943,1097,-1418.994222
2233,1,-1394.311158,1097,-1419.104222
2234,1,-1394.606878,1097,-1419.214222
2235,1,-1394.895851,1097,-1419.324222
2236,1,-1395.188932,1097,-1419.434222
2237,1,-1395.474772,1097,-1419.544222
2238,1,-1395.764107,1097,-1419.654222
2239,1,-1396.057854,1097,-1419.764222
2240,1,-1396.344731,1097,-1419.874222
2241,1,-1396.635569,1097,-1419.984222
2242,1,-1396.918975,1097,-1420.094222
2243,1,-1397.205641,1097,-1420.204222
2244,1,-1397.496429,1097,-1420.314222
2245,1,-1397.779984,1097,-1420.424222
2246,1,-1398.067047,1097,-1420.534222
2247,1,-1398.358542,1097,-1420.644222
2248,1,-1398.643186,1097,-1420.754222
2249,1,-1398.931816,1097,-1420.864222
2250,1,-1399.213039,1097,-1420.974222
2251,1,-1399.497555,1097,-1421.074222
2252,1,-1399.787638,1097,-1421.184222
2253,1,-1400.070875,1097,-1421.294222
2254,1,-1400.358104,1097,-1421.404222
2255,1,-1400.63793,1097,-1421.514222
2256,1,-1400.921054,1097,-1421.624222
2257,1,-1401.208355,1097,-1421.734222
2258,1,-1401.488478,1097,-1421.844222
2259,1,-1401.772182,1097,-1421.954222
2260,1,-1402.060415,1097,-1422.064222
2261,1,-1402.341908,1097,-1422.174222
2262,1,-1402.627528,1097,-1422.284222
2263,1,-1402.905905,1097,-1422.394222
2264,1,-1403.187785,1097,-1422.504222
2265,1,-1403.474098,1097,-1422.614222
2266,1,-1403.753546,1097,-1422.724222
2267,1,-1404.036968,1097,-1422.834222
2268,1,-1404.312952,1097,-1422.944222
2269,1,-1404.592197,1097,-1423.054222
2270,1,-1404.875575,1097,-1423.164222
2271,1,-1405.151709,1097,-1423.274222
2272,1,-1405.431348,1097,-1423.384222
2273,1,-1405.715426,1097,-1423.494222
2274,1,-1405.992638,1097,-1423.604222
2275,1,-1406.27383,1097,-1423.714222
2276,1,-1406.54758,1097,-1423.814222
2277,1,-1406.825915,1097,-1423.924222
2278,1,-1407.108711,1097,-1424.034222
2279,1,-1407.384665,1097,-1424.144222
2280,1,-1407.664628,1097,-1424.254222
2281,1,-1407.937182,1097,-1424.364222
2282,1,-1408.213037,1097,-1424.474222
2283,1,-1408.493083,1097,-1424.584222
2284,1,-1408.765945,1097,-1424.694222
2285,1,-1409.04239,1097,-1424.804222
2286,1,-1409.323379,1097,-1424.914222
2287,1,-1409.597622,1097,-1425.024222
2288,1,-1409.875998,1097,-1425.134222
2289,1,-1410.147112,1097,-1425.244222
2290,1,-1410.421716,1097,-1425.354222
2291,1,-1410.700748,1097,-1425.464222
2292,1,-1410.972885,1097,-1425.574222
2293,1,-1411.248971,1097,-1425.684222
2294,1,-1411.51756,1097,-1425.794222
2295,1,-1411.789345,1097,-1425.904222
2296,1,-1412.065195,1097,-1426.014222
2297,1,-1412.333689,1097,-1426.124222
2298,1,-1412.605558,1097,-1426.234222
2299,1,-1412.881716,1097,-1426.344222
2300,1,-1413.150796,1097,-1426.444222
2301,1,-1413.424857,1097,-1426.554222
2302,1,-1413.691445,1097,-1426.664222
2303,1,-1413.961261,1097,-1426.774222
2304,1,-1414.235185,1097,-1426.884222
2305,1,-1414.5018,1097,-1426.994222
2306,1,-1414.771852,1097,-1427.104222
2307,1,-1415.046274,1097,-1427.214222
2308,1,-1415.313712,1097,-1427.324222
2309,1,-1415.584996,1097,-1427.434222
2310,1,-1415.848637,1097,-1427.544222
2311,1,-1416.115297,1097,-1427.654222
2312,1,-1416.385805,1097,-1427.764222
2313,1,-1416.648671,1097,-1427.874222
2314,1,-1416.914558,1097,-1427.984222
2315,1,-1417.171762,1097,-1428.094222
2316,1,-1417.430682,1097,-1428.204222
2317,1,-1417.691818,1097,-1428.314222
2318,1,-1417.943256,1097,-1428.424222
2319,1,-1418.195137,1097,-1428.534222
2320,1,-1418.447636,1097,-1428.644222
2321,1,-1418.688428,1097,-1428.754222
2322,1,-1418.927139,1097,-1428.864222
2323,1,-1419.15075,1097,-1428.974222
2324,1,-1419.368017,1097,-1429.074222
2325,1,-1419.578566,1097,-1429.184222
2326,1,-1419.766991,1097,-1429.294222
2327,1,-1419.940242,1097,-1429.404222
2328,1,-1420.08193,1097,-1429.514222
2329,1462,-1420.196577,1097,-1429.624222
2330,1462,-1420.306577,1097,-1429.734222
2331,1462,-1420.416577,1097,-1429.844222
2332,1462,-1420.526577,1097,-1429.954222
2333,1462,-1420.636577,1097,-1430.064222
2334,1462,-1420.746577,1097,-1430.174222
2335,1462,-1420.856577,1097,-1430.284222
2336,1462,-1420.966577,1097,-1430.394222
2337,1462,-1421.076577,1097,-1430.504222
2338,1462,-1421.186577,1097,-1430.614222
2339,1462,-1421.296577,1097,-1430.724222
2340,1462,-1421.406577,1097,-1430.834222
2341,1462,-1421.516577,1097,-1430.944222
2342,1462,-1421.626577,1097,-1431.054222
2343,1462,-1421.736577,1097,-1431.164222
2344,1462,-1421.846577,1097,-1431.274222
2345,1462,-1421.956577,1097,-1431.384222
2346,1462,-1422.066577,1097,-1431.494222
2347,1462,-1422.176577,1097,-1431.604222
2348,1462,-1422.286577,1097,-1431.714222
2349,1462,-1422.386577,1097,-1431.814222
2350,1462,-1422.496577,1097,-1431.924222
2351,1462,-1422.606577,1097,-1432.034222
2352,1462,-1422.716577,1097,-1432.144222
2353,1462,-1422.826577,1097,-1432.254222
2354,1462,-1422.936577,1097,-1432.364222
2355,1462,-1423.046577,1097,-1432.474222
2356,1462,-1423.156577,1097,-1432.584222
2357,1462,-1423.266577,1097,-1432.694222
2358,1462,-1423.376577,1097,-1432.804222
2359,1462,-1423.486577,1097,-1432.914222
2360,1462,-1423.596577,1097,-1433.024222
2361,1462,-1423.706577,1097,-1433.134222
2362,1462,-1423.816577,1097,-1433.244222
2363,1462,-1423.926577,1097,-1433.354222
2364,1462,-1424.036577,1097,-1433.464222
2365,1462,-1424.146577,1097,-1433.574222
2366,1462,-1424.256577,1097,-1433.684222
2367,1462,-1424.366577,1097,-1433.794222
2368,1462,-1424.476577,1097,-1433.904222
2369,1462,-1424.586577,1097,-1434.014222
2370,1462,-1424.696577,1097,-1434.124222
2371,1462,-1424.806577,1097,-1434.234222
2372,1462,-1424.916577,1097,-1434.344222
2373,1462,-1425.016577,1097,-1434.444222
2374,1462,-1425.126577,1097,-1434.554222
2375,1462,-1425.236577,1097,-1434.664222
2376,1462,-1425.346577,1097,-1434.774222
2377,1462,-1425.456577,1097,-1434.884222
2378,1462,-1425.566577,1097,-1434.994222
2379,1462,-1425.676577,1097,-1435.104222
2380,1462,-1425.786577,1097,-1435.214222
2381,1462,-1425.896577,1097,-1435.324222
2382,1462,-1426.006577,1097,-1435.434222
2383,1462,-1426.116577,1097,-1435.544222
2384,1462,-1426.226577,1097,-1435.654222
2385,1462,-1426.336577,1097,-1435.764222
2386,1462,-1426.446577,1097,-1435.874222
2387,1462,-1426.556577,1097,-1435.984222
2388,1462,-1426.666577,1097,-1436.094222
2389,1462,-1426.776577,1097,-1436.204222
2390,1462,-1426.886577,1097,-1436.314222
2391,1462,-1426.996577,1097,-1436.424222
2392,1462,-1427.106577,1097,-1436.534222
2393,1462,-1427.216577,1097,-1436.644222
2394,1462,-1427.326577,1097,-1436.754222
2395,1462,-1427.436577,1097,-1436.864222
2396,1462,-1427.546577,1097,-1436.974222
2397,1462,-1427.646577,1097,-1437.074222
2398,1462,-1427.756577,1097,-1437.184222
2399,1462,-1427.866577,1097,-1437.294222
2400,1462,-1427.976577,1097,-1437.404222
2401,1462,-1428.086577,1097,-1437.514222
2402,1462,-1428.196577,1097,-1437.624222
2403,1462,-1428.306577,1097,-1437.734222
2404,1462,-1428.416577,1097,-1437.844222
2405,1462,-1428.526577,1097,-1437.954222
2406,1462,-1428.636577,1097,-1438.064222
2407,1462,-1428.746577,1097,-1438.174222
2408,1462,-1428.856577,1097,-1438.284222
2409,1462,-1428.966577,1097,-1438.394222
2410,1462,-1429.076577,1097,-1438.504222
2411,1462,-1429.186577,1097,-1438.614222
2412,1462,-1429.296577,1097,-1438.724222
2413,1462,-1429.406577,1097,-1438.834222
2414,1462,-1429.516577,1097,-1438.944222
2415,1462,-1429.626577,1097,-1439.054222
2416,1462,-1429.736577,1097,-1439.164222
2417,1462,-1429.846577,1097,-1439.274222
2418,1462,-1429.956577,1097,-1439.384222
2419,1462,-1430.066577,1097,-1439.494222
2420,1462,-1430.176577,1097,-1439.604222
2421,1462,-1430.286577,1097,-1439.714222
2422,1462,-1430.386577,1097,-1439.814222
2423,1462,-1430.496577,1097,-1439.924222
2424,1462,-1430.606577,1097,-1440.034222
2425,1462,-1430.716577,1097,-1440.144222
2426,1462,-1430.826577,1097,-1440.254222
2427,1462,-1430.936577,1097,-1440.364222
2428,1462,-1431.046577,1097,-1440.474222
2429,1462,-1431.156577,1097,-1440.584222
2430,1462,-1431.266577,1097,-1440.694222
2431,1462,-1431.376577,1097,-1440.804222
2432,1462,-1431.486577,1097,-1440.914222
2433,1462,-1431.596577,1097,-1441.024222
2434,1462,-1431.706577,1097,-1441.134222
2435,1462,-1431.816577,1097,-1441.244222
2436,1462,-1431.926577,1097,-1441.354222
2437,1462,-1432.036577,1097,-1441.464222
2438,1462,-1432.146577,1097,-1441.574222
2439,1462,-1432.256577,1097,-1441.684222
2440,1462,-1432.366577,1097,-1441.794222
2441,1462,-1432.476577,1097,-1441.904222
2442,1462,-1432.586577,1097,-1442.014222
2443,1462,-1432.696577,1097,-1442.124222
2444,1462,-1432.806577,1097,-1442.234222
2445,1462,-1432.916577,1097,-1442.344222
2446,1462,-1433.016577,1097,-1442.444222
2447,1462,-1433.126577,1097,-1442.554222
2448,1462,-1433.236577,1097,-1442.664222
2449,1462,-1433.346577,1097,-1442.774222
2450,1462,-1433.456577,1097,-1442.884222
2451,1462,-1433.566577,1097,-1442.994222
2452,1462,-1433.676577,1097,-1443.104222
2453,1462,-1433.786577,1097,-1443.214222
2454,1462,-1433.896577,1097,-1443.324222
2455,1462,-1434.006577,1097,-1443.434222
2456,1462,-1434.116577,1097,-1443.544222
2457,1462,-1434.226577,1097,-1443.654222
2458,1462,-1434.336577,1097,-1443.764222
2459,1462,-1434.446577,1097,-1443.874222
2460,1462,-1434.556577,1097,-1443.984222
2461,1462,-1434.666577,1097,-1444.094222
2462,1462,-1434.776577,1097,-1444.204222
2463,1462,-1434.886577,1097,-1444.314222
2464,1462,-1434.996577,1097,-1444.424222
2465,1462,-1435.106577,1097,-1444.534222
2466,1462,-1435.216577,1097,-1444.644222
2467,1462,-1435.326577,1097,-1444.754222
2468,1462,-1435.436577,1097,-1444.864222
2469,1462,-1435.546577,1097,-1444.974222
2470,1462,-1435.646577,1097,-1445.074222
2471,1462,-1435.756577,1097,-1445.184222
2472,1462,-1435.866577,1097,-1445.294222
2473,1462,-1435.976577,1097,-1445.404222
2474,1462,-1436.086577,1097,-1445.514222
2475,1462,-1436.196577,1097,-1445.624222
2476,1462,-1436.306577,1097,-1445.734222
2477,1462,-1436.416577,1097,-1445.844222
2478,1462,-1436.526577,1097,-1445.954222
2479,1462,-1436.636577,1097,-1446.064222
2480,1462,-1436.746577,1097,-1446.174222
2481,1462,-1436.856577,1097,-1446.284222
2482,1462,-1436.966577,1097,-1446.394222
2483,1462,-1437.076577,1097,-1446.504222
2484,1462,-1437.186577,1097,-1446.614222
2485,1462,-1437.296577,1097,-1446.724222
2486,1462,-1437.406577,1097,-1446.834222
2487,1462,-1437.516577,1097,-1446.944222
2488,1462,-1437.626577,1097,-1447.054222
2489,1462,-1437.736577,1097,-1447.164222
2490,1462,-1437.846577,1097,-1447.274222
2491,1462,-1437.956577,1097,-1447.384222
2492,1462,-1438.066577,1097,-1447.494222
2493,1462,-1438.176577,1097,-1447.604222
2494,1462,-1438.286577,1097,-1447.714222
2495,1462,-1438.386577,1097,-1447.814222
2496,1462,-1438.496577,1097,-1447.924222
2497,1462,-1438.606577,1097,-1448.034222
2498,1462,-1438.716577,1097,-1448.144222
2499,1462,-1438.826577,1097,-1448.254222
2500,1462,-1438.936577,1097,-1448.364222
2501,1462,-1439.046577,1097,-1448.474222
2502,1462,-1439.156577,1097,-1448.584222
2503,1462,-1439.266577,1097,-1448.694222
2504,1462,-1439.376577,1097,-1448.804222
2505,1462,-1439.486577,1097,-1448.914222
2506,1462,-1439.596577,1097,-1449.024222
2507,1462,-1439.706577,1097,-1449.134222
2508,1462,-1439.816577,1097,-1449.244222
2509,1462,-1439.926577,1097,-1449.354222
2510,1462,-1440.036577,1097,-1449.464222
2511,1462,-1440.146577,1097,-1449.574222
2512,1462,-1440.256577,1097,-1449.684222
2513,1462,-1440.366577,1097,-1449.794222
2514,1462,-1440.476577,1097,-1449.904222
2515,1462,-1440.586577,1097,-1450.014222
2516,1462,-1440.696577,1097,-1450.124222
2517,1462,-1440.806577,1097,-1450.234222
2518,1462,-1440.916577,1097,-1450.344222
2519,1462,-1441.016577,1097,-1450.444222
2520,1462,-1441.126577,1097,-1450.554222
2521,1462,-1441.236577,1097,-1450.664222
2522,1462,-1441.346577,1097,-1450.774222
2523,1462,-1441.456577,1097,-1450.884222
2524,1462,-1441.566577,1097,-1450.994222
2525,1462,-1441.676577,1097,-1451.104222
2526,1462,-1441.786577,1097,-1451.214222
2527,1462,-1441.896577,1097,-1451.324222
2528,1462,-1442.006577,1097,-1451.434222
2529,1462,-1442.116577,1097,-1451.544222
2530,1462,-1442.226577,1097,-1451.654222
2531,1462,-1442.336577,1097,-1451.764222
2532,1462,-1442.446577,1097,-1451.874222
2533,1462,-1442.556577,1097,-1451.984222
2534,1462,-1442.666577,1097,-1452.094222
2535,1462,-1442.776577,1097,-1452.204222
2536,1462,-1442.886577,1097,-1452.314222
2537,1462,-1442.996577,1097,-1452.424222
2538,1462,-1443.106577,1097,-1452.534222
2539,1462,-1443.216577,1097,-1452.644222
2540,1462,-1443.326577,1097,-1452.754222
2541,1462,-1443.436577,1097,-1452.864222
2542,1462,-1443.546577,1097,-1452.974222
2543,1462,-1443.646577,1097,-1453.074222
2544,1462,-1443.756577,1097,-1453.184222
2545,1462,-1443.866577,1097,-1453.294222
2546,1462,-1443.976577,1097,-1453.404222
2547,1462,-1444.086577,1097,-1453.514222
2548,1462,-1444.196577,1097,-1453.624222
2549,1462,-1444.306577,1097,-1453.734222
2550,1462,-1444.416577,1097,-1453.844222
2551,1462,-1444.526577,1097,-1453.954222
2552,1462,-1444.636577,1097,-1454.064222
2553,1462,-1444.746577,1097,-1454.174222
2554,1462,-1444.856577,1097,-1454.284222
2555,1462,-1444.966577,1097,-1454.394222
2556,1462,-1445.076577,1097,-1454.504222
2557,1462,-1445.186577,1097,-1454.614222
2558,1462,-1445.296577,1097,-1454.724222
2559,1462,-1445.406577,1097,-1454.834222
2560,1462,-1445.516577,1097,-1454.944222
2561,1462,-1445.626577,1097,-1455.054222
2562,1462,-1445.736577,1097,-1455.164222
2563,1462,-1445.846577,1097,-1455.274222
2564,1462,-1445.956577,1097,-1455.384222
2565,1462,-1446.066577,1097,-1455.494222
2566,1462,-1446.176577,1097,-1455.604222
2567,1462,-1446.286577,1097,-1455.714222
2568,1462,-1446.386577,1097,-1455.814222
2569,1462,-1446.496577,1097,-1455.924222
2570,1462,-1446.606577,1097,-1456.034222
2571,1462,-1446.716577,1097,-1456.144222
2572,1462,-1446.826577,1097,-1456.254222
2573,1462,-1446.936577,1097,-1456.364222
2574,1462,-1447.046577,1097,-1456.474222
2575,1462,-1447.156577,1097,-1456.584222
2576,1462,-1447.266577,1097,-1456.694222
2577,1462,-1447.376577,1097,-1456.804222
2578,1462,-1447.486577,1097,-1456.914222
2579,1462,-1447.596577,1097,-1457.024222
2580,1462,-1447.706577,1097,-1457.134222
2581,1462,-1447.816577,1097,-1457.244222
2582,1462,-1447.926577,1097,-1457.354222
2583,1462,-1448.036577,1097,-1457.464222
2584,1462,-1448.146577,1097,-1457.574222
2585,1462,-1448.256577,1097,-1457.684222
2586,1462,-1448.366577,1097,-1457.794222
2587,1462,-1448.476577,1097,-1457.904222
2588,1462,-1448.586577,1097,-1458.014222
2589,1462,-1448.696577,1097,-1458.124222
2590,1462,-1448.806577,1097,-1458.234222
2591,1462,-1448.916577,1097,-1458.344222
2592,1462,-1449.016577,1097,-1458.444222
2593,1462,-1449.126577,1097,-1458.554222
2594,1462,-1449.236577,1097,-1458.664222
2595,1462,-1449.346577,1097,-1458.774222
2596,1462,-1449.456577,1097,-1458.884222
2597,1462,-1449.566577,1097,-1458.994222
2598,1462,-1449.676577,1097,-1459.104222
2599,1462,-1449.786577,1097,-1459.214222
2600,1462,-1449.896577,1097,-1459.324222
2601,1462,-1450.006577,1097,-1459.434222
2602,1462,-1450.116577,1097,-1459.544222
2603,1462,-1450.226577,1097,-1459.654222
2604,1462,-1450.336577,1097,-1459.764222
2605,1462,-1450.446577,1097,-1459.874222
2606,1462,-1450.556577,1097,-1459.984222
2607,1462,-1450.666577,1097,-1460.094222
2608,1462,-1450.776577,1097,-1460.204222
2609,1462,-1450.886577,1097,-1460.314222
2610,1462,-1450.996577,1097,-1460.424222
2611,1462,-1451.106577,1097,-1460.534222
2612,1462,-1451.216577,1097,-1460.644222
2613,1462,-1451.326577,1097,-1460.754222
2614,1462,-1451.436577,1097,-1460.864222
2615,1462,-1451.546577,1097,-1460.974222
2616,1462,-1451.646577,1097,-1461.074222
2617,1462,-1451.756577,1097,-1461.184222
2618,1462,-1451.866577,1097,-1461.294222
2619,1462,-1451.976577,1097,-1461.404222
2620,1462,-1452.086577,1097,-1461.514222
2621,1462,-1452.196577,1097,-1461.624222
2622,1462,-1452.306577,1097,-1461.734222
2623,1462,-1452.416577,1097,-1461.844222
2624,1462,-1452.526577,1097,-1461.954222
2625,1462,-1452.636577,1097,-1462.064222
2626,1462,-1452.746577,1097,-1462.174222
2627,1462,-1452.856577,1097,-1462.284222
2628,1462,-1452.966577,1097,-1462.394222
2629,1462,-1453.076577,1097,-1462.504222
2630,1462,-1453.186577,1097,-1462.614222
2631,1462,-1453.296577,1097,-1462.724222
2632,1462,-1453.406577,1097,-1462.834222
2633,1462,-1453.516577,1097,-1462.944222
