S,pi_optimal,V_optimal,pi_early_iteration,V_early_iteration
687,1,-822.1689824,1,-823.2135484
688,1,-822.7389289,1,-823.7856612
689,1,-823.3100255,1,-824.3589431
690,1,-823.8824522,1,-824.9335767
691,1,-824.4564123,1,-825.5097681
692,1,-825.0261645,1,-826.0816945
693,1,-825.597187,1,-826.6549117
694,1,-826.1696754,1,-827.2296181
695,1,-826.7367701,1,-827.7988723
696,1,-827.3049082,1,-828.3691892
697,1,-827.8742566,1,-828.9407381
698,1,-828.4390666,1,-829.5076885
699,1,-829.0047397,1,-830.0755191
700,1,-829.5714198,1,-830.6443761
701,1,-830.1392691,1,-831.2144245
702,1,-830.7014293,1,-831.7787239
703,1,-831.2642594,1,-832.3437109
704,1,-831.829006,1,-832.9106342
705,1,-832.3877947,1,-833.4715376
706,1,-832.9469334,1,-834.0328058
707,1,-833.5065005,1,-834.5945193
708,1,-834.0665846,1,-835.156769
709,1,-834.6202823,1,-835.7125694
710,1,-835.174951,1,-836.2693547
711,1,-835.729621,1,-836.8261569
712,1,-836.2773387,1,-837.3759403
713,1,-836.8242454,1,-837.9249222
714,1,-837.3702708,1,-838.4730338
715,1,-837.9153361,1,-839.0201977
716,1,-838.4535134,1,-839.5604031
717,1,-838.9898014,1,-840.0987247
718,1,-839.523992,1,-840.6349549
719,1,-840.0488994,1,-841.1618246
720,1,-840.5703271,1,-841.6852119
721,1,-841.0878627,1,-842.204704
722,1,-841.6021684,1,-842.7209631
723,1,-842.1048046,1,-843.2254649
724,1,-842.601247,1,-843.7237582
725,1,-843.0907342,1,-844.2150801
726,1,-843.5654903,1,-844.6915683
727,1,-844.0305821,1,-845.1583608
728,1,-844.4859296,1,-845.6153738
729,1,-844.9291857,1,-846.0602559
730,1,-845.3519306,1,-846.484498
731,1,-845.758468,1,-846.8924715
732,1,-846.1660471,1,-847.3015024
733,1,-846.5748181,1,-847.7117426
734,1,-846.9780665,1,-848.116396
735,1,-847.3819892,1,-848.5217353
736,1,-847.7878169,1,-848.928993
737,1,-848.1946822,1,-849.3373032
738,1,-848.6027347,1,-849.7468176
739,1,-849.0052794,1,-850.1507594
740,1,-849.4084942,1,-850.5553822
741,1,-849.8124816,1,-850.9607901
742,1,-850.217357,1,-851.3671001
743,1,-850.6232508,1,-851.7744445
744,1,-851.0314387,1,-852.184101
745,1,-851.4342632,1,-852.5883307
746,1,-851.8378965,1,-852.9933815
747,1,-852.2424587,1,-853.3993752
748,1,-852.6480855,1,-853.8064495
749,1,-853.0549303,1,-854.2147597
750,1,-853.4563459,1,-854.6175772
751,1,-853.8584753,1,-855.0211206
752,1,-854.262555,1,-855.4266283
753,1,-854.6677237,1,-855.8332408
754,1,-855.074138,1,-856.2411167
755,1,-855.4751741,1,-856.6435506
756,1,-855.876961,1,-857.0467474
757,1,-856.2796117,1,-857.4508217
758,1,-856.6832538,1,-857.8559028
759,1,-857.0880312,1,-858.2621369
760,1,-857.4884547,1,-858.6639529
761,1,-857.8896358,1,-859.0665383
762,1,-858.2916887,1,-859.4700087
763,1,-858.6947418,1,-859.8744944
764,1,-859.0989405,1,-860.2801426
765,1,-859.4976878,1,-860.6802749
766,1,-859.8970624,1,-861.0810456
767,1,-860.2971615,1,-861.4825531
768,1,-860.6992237,1,-861.886038
769,1,-861.1023896,1,-862.2906425
770,1,-861.5068179,1,-862.6965277
771,1,-861.9059505,1,-863.097054
772,1,-862.3058618,1,-863.4983715
773,1,-862.7066687,1,-863.9005987
774,1,-863.1085031,1,-864.3038695
775,1,-863.511514,1,-864.7083349
776,1,-863.9102809,1,-865.1084933
777,1,-864.3098648,1,-865.5094812
778,1,-864.7103875,1,-865.911422
779,1,-865.1119867,1,-866.3144553
780,1,-865.5148176,1,-866.7187386
781,1,-865.9123578,1,-867.1176682
782,1,-866.3106416,1,-867.517354
783,1,-866.7097815,1,-867.9179101
784,1,-867.1110339,1,-868.3205947
785,1,-867.5135589,1,-868.7245703
786,1,-867.910859,1,-869.123258
787,1,-868.3089568,1,-869.522756
788,1,-868.7079719,1,-869.9231857
789,1,-869.1080392,1,-870.3246838
790,1,-869.5093114,1,-870.7274052
791,1,-869.9053015,1,-871.1247818
792,1,-870.3031344,1,-871.5240139
793,1,-870.7019353,1,-871.9242286
794,1,-871.1018461,1,-872.3255694
795,1,-871.5030267,1,-872.7281988
796,1,-871.9056583,1,-873.1323001
797,1,-872.3033096,1,-873.5313616
798,1,-872.7019907,1,-873.9314692
799,1,-873.1018514,1,-874.3327747
800,1,-873.5041909,1,-874.7365798
801,1,-873.9082174,1,-875.1420954
802,1,-874.3075503,1,-875.5428608
803,1,-874.7082168,1,-875.9449791
804,1,-875.1104062,1,-876.3486424
805,1,-875.5143328,1,-876.7540677
806,1,-875.9202387,1,-877.1615005
807,1,-876.3218012,1,-877.5645386
808,1,-876.7250729,1,-877.9693112
809,1,-877.1314222,1,-878.37719
810,1,-877.5401359,1,-878.7874656
811,1,-877.9515379,1,-879.2004664
812,1,-878.3594185,1,-879.609904
813,1,-878.7699166,1,-880.0219955
814,1,-879.1833897,1,-880.4371029
815,1,-879.6002417,1,-880.8556357
816,1,-880.0209294,1,-881.2780567
817,1,-880.4470994,1,-881.7060194
818,1,-880.8718011,1,-882.1324981
819,1,-881.3014168,1,-882.5639559
820,1,-881.7366039,1,-883.0010591
821,1,-882.1781062,1,-883.444561
822,1,-882.6267646,1,-883.8953135
823,1,-883.0770001,1,-884.3476671
824,1,-883.52252,1,-884.7952494
825,1,-883.9703975,1,-885.2452094
826,1,-884.4198371,1,-885.6967543
827,1,-884.8645572,1,-886.1435227
828,1,-885.3104865,1,-886.591519
829,1,-885.75781,1,-887.0409308
830,1,-886.2067372,1,-887.4919703
831,1,-886.6510096,1,-887.9382997
832,1,-887.0965462,1,-888.3859135
833,1,-887.5446701,1,-888.8361378
834,1,-887.9881339,1,-889.2816454
835,1,-888.4328422,1,-889.7284166
836,1,-888.8789851,1,-890.1766439
837,1,-889.3267775,1,-890.6265454
838,1,-889.7699976,1,-891.0718197
839,1,-890.2145435,1,-891.5184408
840,1,-890.6606163,1,-891.9666124
841,1,-891.1031218,1,-892.4111611
842,1,-891.5469454,1,-892.8570479
843,1,-891.9922873,1,-893.3044754
844,1,-892.4329341,1,-893.747151
845,1,-892.8747412,1,-894.1910051
846,1,-893.3178876,1,-894.6362195
847,1,-893.7625763,1,-895.0829999
848,1,-894.2026147,1,-895.5250745
849,1,-894.6449773,1,-895.9694931
850,1,-895.0888649,1,-896.4154593
851,1,-895.5280958,1,-896.856712
852,1,-895.9684988,1,-897.2991552
853,1,-896.4102549,1,-897.7429723
854,1,-896.853569,1,-898.1883712
855,1,-897.2922809,1,-898.6291126
856,1,-897.7322088,1,-899.0710899
857,1,-898.1746713,1,-899.5156243
858,1,-898.612518,1,-899.9554864
859,1,-899.0515518,1,-900.396554
860,1,-899.491956,1,-900.839013
861,1,-899.9339381,1,-901.2830737
862,1,-900.3713708,1,-901.7225299
863,1,-900.8100479,1,-902.1632505
864,1,-901.2501605,1,-902.6054294
865,1,-901.686707,1,-903.0439859
866,1,-902.1244659,1,-903.4837734
867,1,-902.563624,1,-903.9249814
868,1,-903.0043929,1,-904.3678242
869,1,-903.4406798,1,-904.8061304
870,1,-903.8782563,1,-905.2457466
871,1,-904.3173197,1,-905.6868728
872,1,-904.7517735,1,-906.1233338
873,1,-905.1884915,1,-906.5620781
874,1,-905.6266676,1,-907.0023023
875,1,-906.0665215,1,-907.4442292
876,1,-906.5019993,1,-907.8817262
877,1,-906.9388558,1,-908.3206232
878,1,-907.3773004,1,-908.7611325
879,1,-907.81128,1,-909.1971224
880,1,-908.2465243,1,-909.6343975
881,1,-908.6832277,1,-910.073155
882,1,-909.1227427,1,-910.5147507
883,1,-909.5580635,1,-910.9521005
884,1,-909.994938,1,-911.3910275
885,1,-910.4335993,1,-911.831768
886,1,-910.8680507,1,-912.2682472
887,1,-911.304025,1,-912.7062731
888,1,-911.7417512,1,-913.1460779
889,1,-912.1814889,1,-913.5879248
890,1,-912.6184215,1,-914.0269199
891,1,-913.0573182,1,-914.4679079
892,1,-913.498467,1,-914.911181
893,1,-913.9359638,1,-915.3507576
894,1,-914.3755849,1,-915.79249
895,1,-914.8176397,1,-916.2366921
896,1,-915.2624795,1,-916.68372
897,1,-915.7042886,1,-917.127682
898,1,-916.150042,1,-917.5756301
899,1,-916.5991591,1,-918.0269895
900,1,-917.0459153,1,-918.4759604
901,1,-917.4962284,1,-918.9285389
902,1,-917.9506003,1,-919.3852335
903,1,-918.4096002,1,-919.8466213
904,1,-918.8676909,1,-920.3070925
905,1,-919.3309667,1,-920.7728221
906,1,-919.8012818,1,-921.2456741
907,1,-920.2723023,1,-921.7192445
908,1,-920.7503253,1,-922.1999138
909,1,-921.2363158,1,-922.6886599
910,1,-921.7313683,1,-923.1865922
911,1,-922.2305747,1,-923.6887381
912,1,-922.7406762,1,-924.2019283
913,1,-923.2631616,1,-924.7276715
914,1,-923.7885843,1,-925.2563819
915,1,-924.3162575,1,-925.7873766
916,1,-924.8404118,1,-926.3148102
917,1,-925.3667595,1,-926.8444708
918,1,-925.8895337,1,-927.3705152
919,1,-926.4144289,1,-927.8987136
920,1,-926.9356785,1,-928.4232234
921,1,-927.4589567,1,-928.9497941
922,1,-927.9796291,1,-929.4737151
923,1,-928.5023645,1,-929.9997307
924,1,-929.0214089,1,-930.5220107
925,1,-929.5424093,1,-931.0462771
926,1,-930.0656821,1,-931.5728508
927,1,-930.5855169,1,-932.0959457
928,1,-931.1075791,1,-932.6213029
929,1,-931.6261625,1,-933.1431404
930,1,-932.1480511,1,-933.668318
931,1,-932.6665595,1,-934.1900744
932,1,-933.1873399,1,-934.7141374
933,1,-933.7047124,1,-935.2347515
934,1,-934.224315,1,-935.7576302
935,1,-934.7404722,1,-936.2770223
936,1,-935.2588065,1,-936.7986258
937,1,-935.7736453,1,-937.3166925
938,1,-936.291729,1,-937.8380383
939,1,-936.8064046,1,-938.3559343
940,1,-937.3232785,1,-938.8760625
941,1,-937.8367014,1,-939.3926978
942,1,-938.3522636,1,-939.9115057
943,1,-938.8643176,1,-940.4267632
944,1,-939.3784357,1,-940.9441176
945,1,-939.8889699,1,-941.4578454
946,1,-940.4026077,1,-941.974709
947,1,-940.9127167,1,-942.4880003
948,1,-941.4248456,1,-943.0033429
949,1,-941.9333605,1,-943.5150271
950,1,-942.443788,1,-944.0286542
951,1,-942.956441,1,-944.5445415
952,1,-943.4657284,1,-945.0570228
953,1,-943.9771958,1,-945.5717187
954,1,-944.4852559,1,-946.0829669
955,1,-944.9965746,1,-946.5975082
956,1,-945.5045855,1,-947.1087012
957,1,-946.0148214,1,-947.6221535
958,1,-946.5217212,1,-948.1322292
959,1,-947.0308036,1,-948.6445217
960,1,-947.5365116,1,-949.1533991
961,1,-948.0443483,1,-949.6644392
962,1,-948.5487592,1,-950.1720128
963,1,-949.0563671,1,-950.6828171
964,1,-949.5606369,1,-951.1902421
965,1,-950.0670561,1,-951.6998501
966,1,-950.570093,1,-952.2060344
967,1,-951.075219,1,-952.7143408
968,1,-951.5769036,1,-953.219164
969,1,-952.0806,1,-953.7260316
970,1,-952.5807769,1,-954.2293374
971,1,-953.0840038,1,-954.7357251
972,1,-953.5837647,1,-955.2386038
973,1,-954.0854889,1,-955.7434767
974,1,-954.583658,1,-956.2447507
975,1,-955.0836789,1,-956.7479064
976,1,-955.5858579,1,-957.2532545
977,1,-956.0847183,1,-957.755244
978,1,-956.5856846,1,-958.2593737
979,1,-957.0844205,1,-958.761233
980,1,-957.5853529,1,-959.2653228
981,1,-958.0830298,1,-959.766117
982,1,-958.5828644,1,-960.2691029
983,1,-959.0794092,1,-960.7687587
984,1,-959.5780625,1,-961.2705568
985,1,-960.0733797,1,-961.7689784
986,1,-960.5707426,1,-962.2694792
987,1,-961.0658461,1,-962.76768
988,1,-961.5630726,1,-963.268037
989,1,-962.056999,1,-963.7650529
990,1,-962.5529921,1,-964.2641684
991,1,-963.0456305,1,-964.7598878
992,1,-963.5402633,1,-965.257634
993,1,-964.0314689,1,-965.7519111
994,1,-964.5245762,1,-966.2481216
995,1,-965.0152991,1,-966.7419051
996,1,-965.5079626,1,-967.2376601
997,1,-965.9971568,1,-967.7299022
998,1,-966.4881847,1,-968.2240079
999,1,-966.9813521,1,-968.7202871
1000,1,-967.4712912,1,-969.2132985
1001,1,-967.963324,1,-969.7084378
1002,1,-968.4520861,1,-970.2002666
1003,1,-968.9440229,1,-970.6953043
1004,1,-969.432791,1,-971.1871336
1005,1,-969.923701,1,-971.6811387
1006,1,-970.4114143,1,-972.1719073
1007,1,-970.9012277,1,-972.6648097
1008,1,-971.3878062,1,-973.1544375
1009,1,-971.8764314,1,-973.6461454
1010,1,-972.3617704,1,-974.1345273
1011,1,-972.8502277,1,-974.6260606
1012,1,-973.3354901,1,-975.1143588
1013,1,-973.8228249,1,-975.6047625
1014,1,-974.3069221,1,-976.091888
1015,1,-974.7930332,1,-976.58106
1016,1,-975.2758493,1,-977.0668962
1017,1,-975.7606042,1,-977.554703
1018,1,-976.2419876,1,-978.0390971
1019,1,-976.7263533,1,-978.5265048
1020,1,-977.2074067,1,-979.0105581
1021,1,-977.6903594,1,-979.4965414
1022,1,-978.1699149,1,-979.9790843
1023,1,-978.6512628,1,-980.4634491
1024,1,-979.1347051,1,-980.9499422
1025,1,-979.6149867,1,-981.4332355
1026,1,-980.0973165,1,-981.9186108
1027,1,-980.5764423,1,-982.400743
1028,1,-981.0586982,1,-982.8860389
1029,1,-981.537853,1,-983.3681946
1030,1,-982.0191045,1,-983.8524806
1031,1,-982.4972265,1,-984.3335978
1032,1,-982.9774029,1,-984.8168028
1033,1,-983.4544108,1,-985.2967999
1034,1,-983.9334188,1,-985.7788304
1035,1,-984.4092058,1,-986.2576004
1036,1,-984.888065,1,-986.7394755
1037,1,-985.3637946,1,-987.2181812
1038,1,-985.8415497,1,-987.6989451
1039,1,-986.3161312,1,-988.1764954
1040,1,-986.7926782,1,-988.6560436
1041,1,-987.2659926,1,-989.1323185
1042,1,-987.7411952,1,-989.6105135
1043,1,-988.2130862,1,-990.0853559
1044,1,-988.6879076,1,-990.5631598
1045,1,-989.159475,1,-991.037668
1046,1,-989.6328869,1,-991.5140509
1047,1,-990.1029558,1,-991.9870482
1048,1,-990.5747579,1,-992.4618078
1049,1,-991.0485887,1,-992.9386296
1050,1,-991.5193007,1,-993.412294
1051,1,-991.9919881,1,-993.8879672
1052,1,-992.4626478,1,-994.3615739
1053,1,-992.9353774,1,-994.8372839
1054,1,-993.4050541,1,-995.309902
1055,1,-993.8767621,1,-995.7845847
1056,1,-994.3453825,1,-996.2561408
1057,1,-994.8159851,1,-996.7297121
1058,1,-995.2834528,1,-997.2001093
1059,1,-995.7528393,1,-997.6724582
1060,1,-996.2201708,1,-998.1427126
1061,1,-996.6895028,1,-998.6150001
1062,1,-997.1557395,1,-999.0841525
1063,1,-997.6239211,1,-999.555282
1064,1,-998.0889528,1,-1000.023221
1065,1,-998.5558575,1,-1000.493065
1066,1,-999.0195392,1,-1000.959646
1067,1,-999.4850009,1,-1001.428037
1068,1,-999.9482858,1,-1001.894211
1069,1,-1000.413394,1,-1002.362237
1070,1,-1000.875241,1,-1002.82696
1071,1,-1001.338804,1,-1003.293429
1072,1,-1001.80438,1,-1003.761943
1073,1,-1002.266923,1,-1004.227386
1074,1,-1002.731431,1,-1004.694828
1075,1,-1003.192863,1,-1005.159155
1076,1,-1003.657344,1,-1005.626564
1077,1,-1004.118854,1,-1006.090965
1078,1,-1004.582382,1,-1006.557415
1079,1,-1005.04291,1,-1007.020828
1080,1,-1005.505413,1,-1007.486249
1081,1,-1005.964878,1,-1007.948593
1082,1,-1006.426264,1,-1008.412891
1083,1,-1006.88456,1,-1008.87406
1084,1,-1007.345853,1,-1009.338258
1085,1,-1007.80415,1,-1009.799422
1086,1,-1008.264398,1,-1010.262569
1087,1,-1008.721609,1,-1010.722639
1088,1,-1009.180713,1,-1011.184635
1089,1,-1009.636722,1,-1011.643496
1090,1,-1010.09455,1,-1012.104206
1091,1,-1010.549204,1,-1012.561704
1092,1,-1011.006725,1,-1013.022098
1093,1,-1011.461136,1,-1013.479342
1094,1,-1011.917332,1,-1013.9384
1095,1,-1012.370333,1,-1014.394222
1096,1,-1012.825012,1,-1014.851751
1097,1,-1013.28166,1,-1015.31128
1098,1,-1013.735338,1,-1015.767804
1099,1,-1014.190938,1,-1016.226281
1100,1,-1014.643524,1,-1016.681707
1101,1,-1015.099117,1,-1017.140172
1102,1,-1015.551802,1,-1017.595691
1103,1,-1016.00646,1,-1018.053217
1104,1,-1016.458182,1,-1018.507769
1105,1,-1016.911836,1,-1018.964285
1106,1,-1017.362513,1,-1019.417786
1107,1,-1017.815068,1,-1019.873197
1108,1,-1018.264592,1,-1020.325539
1109,1,-1018.717069,1,-1020.780866
1110,1,-1019.166612,1,-1021.233221
1111,1,-1019.618061,1,-1021.687514
1112,1,-1020.066532,1,-1022.13879
1113,1,-1020.51685,1,-1022.591944
1114,1,-1020.96413,1,-1023.042022
1115,1,-1021.413181,1,-1023.493901
1116,1,-1021.859114,1,-1023.942623
1117,1,-1022.307864,1,-1024.394191
1118,1,-1022.753558,1,-1024.842664
1119,1,-1023.200983,1,-1025.292896
1120,1,-1023.645264,1,-1025.739944
1121,1,-1024.091165,1,-1026.18864
1122,1,-1024.53897,1,-1026.639273
1123,1,-1024.983844,1,-1027.086936
1124,1,-1025.430567,1,-1027.536482
1125,1,-1025.875453,1,-1027.984153
1126,1,-1026.322287,1,-1028.433805
1127,1,-1026.766257,1,-1028.880555
1128,1,-1027.212138,1,-1029.329248
1129,1,-1027.65512,1,-1029.775005
1130,1,-1028.099963,1,-1030.222656
1131,1,-1028.54186,1,-1030.667321
1132,1,-1028.985553,1,-1031.113816
1133,1,-1029.427383,1,-1031.558409
1134,1,-1029.871096,1,-1032.004916
1135,1,-1030.311906,1,-1032.448482
1136,1,-1030.754543,1,-1032.893907
1137,1,-1031.194223,1,-1033.336335
1138,1,-1031.635659,1,-1033.780551
1139,1,-1032.074064,1,-1034.221696
1140,1,-1032.514131,1,-1034.664534
1141,1,-1032.952218,1,-1035.10535
1142,1,-1033.392015,1,-1035.547907
1143,1,-1033.828746,1,-1035.987356
1144,1,-1034.267082,1,-1036.428439
1145,1,-1034.707307,1,-1036.871443
1146,1,-1035.144683,1,-1037.311562
1147,1,-1035.583902,1,-1037.753555
1148,1,-1036.020225,1,-1038.192616
1149,1,-1036.459478,1,-1038.634638
1150,1,-1036.895945,1,-1039.073838
1151,1,-1037.334309,1,-1039.514967
1152,1,-1037.769859,1,-1039.953245
1153,1,-1038.207263,1,-1040.39341
1154,1,-1038.641815,1,-1040.830684
1155,1,-1039.078167,1,-1041.26979
1156,1,-1039.511612,1,-1041.705952
1157,1,-1039.947936,1,-1042.145025
1158,1,-1040.381452,1,-1042.581253
1159,1,-1040.816804,1,-1043.019347
1160,1,-1041.249305,1,-1043.454553
1161,1,-1041.683584,1,-1043.891567
1162,1,-1042.114955,1,-1044.325636
1163,1,-1042.548029,1,-1044.761437
1164,1,-1042.978117,1,-1045.194214
1165,1,-1043.410959,1,-1045.629774
1166,1,-1043.840883,1,-1046.062377
1167,1,-1044.27248,1,-1046.496683
1168,1,-1044.701075,1,-1046.927945
1169,1,-1045.131238,1,-1047.360803
1170,1,-1045.563247,1,-1047.79554
1171,1,-1045.992468,1,-1048.227452
1172,1,-1046.423488,1,-1048.661195
1173,1,-1046.851672,1,-1049.092066
1174,1,-1047.282744,1,-1049.525857
1175,1,-1047.711091,1,-1049.956885
1176,1,-1048.141292,1,-1050.3898
1177,1,-1048.568738,1,-1050.819923
1178,1,-1048.997998,1,-1051.251891
1179,1,-1049.424462,1,-1051.681027
1180,1,-1049.852683,1,-1052.111953
1181,1,-1050.278055,1,-1052.539991
1182,1,-1050.706263,1,-1052.970897
1183,1,-1051.131721,1,-1053.399016
1184,1,-1051.558971,1,-1053.828957
1185,1,-1051.983427,1,-1054.256067
1186,1,-1052.409615,1,-1054.68494
1187,1,-1052.83295,1,-1055.110922
1188,1,-1053.25794,1,-1055.53859
1189,1,-1053.679997,1,-1055.963285
1190,1,-1054.104759,1,-1056.390716
1191,1,-1054.526654,1,-1056.81524
1192,1,-1054.95017,1,-1057.241414
1193,1,-1055.37073,1,-1057.664591
1194,1,-1055.792802,1,-1058.089308
1195,1,-1056.216658,1,-1058.515841
1196,1,-1056.637757,1,-1058.939581
1197,1,-1057.060586,1,-1059.365083
1198,1,-1057.481755,1,-1059.788888
1199,1,-1057.904756,1,-1060.214557
1200,1,-1058.325072,1,-1060.637504
1201,1,-1058.747181,1,-1061.062276
1202,1,-1059.166569,1,-1061.484291
1203,1,-1059.587701,1,-1061.908082
1204,1,-1060.006064,1,-1062.329066
1205,1,-1060.426106,1,-1062.75176
1206,1,-1060.844465,1,-1063.172735
1207,1,-1061.264593,1,-1063.59551
1208,1,-1061.681999,1,-1064.015525
1209,1,-1062.10112,1,-1064.437286
1210,1,-1062.517464,1,-1064.856232
1211,1,-1062.935453,1,-1065.276853
1212,1,-1063.35059,1,-1065.694585
1213,1,-1063.767278,1,-1066.113897
1214,1,-1064.182169,1,-1066.531371
1215,1,-1064.598662,1,-1066.950478
1216,1,-1065.012274,1,-1067.366663
1217,1,-1065.427384,1,-1067.784374
1218,1,-1065.844265,1,-1068.203887
1219,1,-1066.258469,1,-1068.620688
1220,1,-1066.674396,1,-1069.039244
1221,1,-1067.0876,1,-1069.45504
1222,1,-1067.503617,1,-1069.873681
1223,1,-1067.917023,1,-1070.289674
1224,1,-1068.33221,1,-1070.707481
1225,1,-1068.744757,1,-1071.122611
1226,1,-1069.159043,1,-1071.539512
1227,1,-1069.570649,1,-1071.953697
1228,1,-1069.98394,1,-1072.369598
1229,1,-1070.394496,1,-1072.782727
1230,1,-1070.807818,1,-1073.198654
1231,1,-1071.218509,1,-1073.611913
1232,1,-1071.630924,1,-1074.026926
1233,1,-1072.040664,1,-1074.439228
1234,1,-1072.452071,1,-1074.853227
1235,1,-1072.860746,1,-1075.264457
1236,1,-1073.271013,1,-1075.677308
1237,1,-1073.678469,1,-1076.087311
1238,1,-1074.088573,1,-1076.499991
1239,1,-1074.495939,1,-1076.909894
1240,1,-1074.904872,1,-1077.321393
1241,1,-1075.310983,1,-1077.73003
1242,1,-1075.718556,1,-1078.140157
1243,1,-1076.127861,1,-1078.552046
1244,1,-1076.534545,1,-1078.96128
1245,1,-1076.942911,1,-1079.372227
1246,1,-1077.348609,1,-1079.78047
1247,1,-1077.75708,1,-1080.191518
1248,1,-1078.162997,1,-1080.599976
1249,1,-1078.570655,1,-1081.010206
1250,1,-1078.975728,1,-1081.417815
1251,1,-1079.3825,1,-1081.827155
1252,1,-1079.786647,1,-1082.233834
1253,1,-1080.192437,1,-1082.642187
1254,1,-1080.595546,1,-1083.047822
1255,1,-1081.00138,1,-1083.456215
1256,1,-1081.404637,1,-1083.861993
1257,1,-1081.809576,1,-1084.269483
1258,1,-1082.211893,1,-1084.674316
1259,1,-1082.615833,1,-1085.080801
1260,1,-1083.017093,1,-1085.48457
1261,1,-1083.419899,1,-1085.889914
1262,1,-1083.819943,1,-1086.292458
1263,1,-1084.222588,1,-1086.697632
1264,1,-1084.622541,1,-1087.100077
1265,1,-1085.024011,1,-1087.504067
1266,1,-1085.422703,1,-1087.905238
1267,1,-1085.822802,1,-1088.307844
1268,1,-1086.22457,1,-1088.712151
1269,1,-1086.623747,1,-1089.113831
1270,1,-1087.024537,1,-1089.517155
1271,1,-1087.423835,1,-1089.918952
1272,1,-1087.824852,1,-1090.322499
1273,1,-1088.223352,1,-1090.723493
1274,1,-1088.623533,1,-1091.1262
1275,1,-1089.02116,1,-1091.526317
1276,1,-1089.42042,1,-1091.928097
1277,1,-1089.817076,1,-1092.327239
1278,1,-1090.215298,1,-1092.727976
1279,1,-1090.612006,1,-1093.127165
1280,1,-1091.010376,1,-1093.528044
1281,1,-1091.406193,1,-1093.926335
1282,1,-1091.803617,1,-1094.326263
1283,1,-1092.198434,1,-1094.723547
1284,1,-1092.594789,1,-1095.122398
1285,1,-1092.988462,1,-1095.518531
1286,1,-1093.383577,1,-1095.916135
1287,1,-1093.777069,1,-1096.312076
1288,1,-1094.17206,1,-1096.709546
1289,1,-1094.564344,1,-1097.104269
1290,1,-1094.958024,1,-1097.500415
1291,1,-1095.353361,1,-1097.898249
1292,1,-1095.746185,1,-1098.293535
1293,1,-1096.140616,1,-1098.69046
1294,1,-1096.532485,1,-1099.084788
1295,1,-1096.927056,1,-1099.481848
1296,1,-1097.319181,1,-1099.876427
1297,1,-1097.712975,1,-1100.272706
1298,1,-1098.104294,1,-1100.666475
1299,1,-1098.497241,1,-1101.061903
1300,1,-1098.887672,1,-1101.454779
1301,1,-1099.279675,1,-1101.849259
1302,1,-1099.669106,1,-1102.241131
1303,1,-1100.061197,1,-1102.635692
1304,1,-1100.450822,1,-1103.027753
1305,1,-1100.842063,1,-1103.42146
1306,1,-1101.230798,1,-1103.812624
1307,1,-1101.621092,1,-1104.205379
1308,1,-1102.008823,1,-1104.595533
1309,1,-1102.398039,1,-1104.987202
1310,1,-1102.784613,1,-1105.37619
1311,1,-1103.173731,1,-1105.767753
1312,1,-1103.560284,1,-1106.156713
1313,1,-1103.948305,1,-1106.547168
1314,1,-1104.333677,1,-1106.934936
1315,1,-1104.720414,1,-1107.324095
1316,1,-1105.108772,1,-1107.714907
1317,1,-1105.494674,1,-1108.103227
1318,1,-1105.882149,1,-1108.493152
1319,1,-1106.267119,1,-1108.880536
1320,1,-1106.654758,1,-1109.270621
1321,1,-1107.040011,1,-1109.658285
1322,1,-1107.426903,1,-1110.047619
1323,1,-1107.811382,1,-1110.434503
1324,1,-1108.19746,1,-1110.823019
1325,1,-1108.581086,1,-1111.209047
1326,1,-1108.96626,1,-1111.596654
1327,1,-1109.348929,1,-1111.981721
1328,1,-1109.734236,1,-1112.369456
1329,1,-1110.117153,1,-1112.754765
1330,1,-1110.501671,1,-1113.141706
1331,1,-1110.883764,1,-1113.526185
1332,1,-1111.26741,1,-1113.912248
1333,1,-1111.648582,1,-1114.2958
1334,1,-1112.031243,1,-1114.680871
1335,1,-1112.411362,1,-1115.063363
1336,1,-1112.794046,1,-1115.448449
1337,1,-1113.174284,1,-1115.831051
1338,1,-1113.556029,1,-1116.215187
1339,1,-1113.935267,1,-1116.596778
1340,1,-1114.315934,1,-1116.979824
1341,1,-1114.6983,1,-1117.364601
1342,1,-1115.078395,1,-1117.747072
1343,1,-1115.460181,1,-1118.131264
1344,1,-1115.840856,1,-1118.514311
1345,1,-1116.223399,1,-1118.899256
1346,1,-1116.603882,1,-1119.282107
1347,1,-1116.986287,1,-1119.66691
1348,1,-1117.366701,1,-1120.049688
1349,1,-1117.74911,1,-1120.434491
1350,1,-1118.129621,1,-1120.817361
1351,1,-1118.512226,1,-1121.202354
1352,1,-1118.894218,1,-1121.586701
1353,1,-1119.278628,1,-1121.973495
1354,1,-1119.66165,1,-1122.358865
1355,1,-1120.047341,1,-1122.746935
1356,1,-1120.431944,1,-1123.133879
1357,1,-1120.819558,1,-1123.523865
1358,1,-1121.206489,1,-1123.913131
1359,1,-1121.596896,1,-1124.3059
1360,1,-1121.98833,1,-1124.699661
1361,1,-1122.38406,1,-1125.097744
1362,1,-1122.780617,1,-1125.496616
1363,1,-1123.18239,1,-1125.900731
1364,1,-1123.590274,1,-1126.310987
1365,1,-1124.001109,1,-1126.72416
1366,1,-1124.419623,1,-1127.145043
1367,1,-1124.842924,1,-1127.570678
1368,1,-1125.277196,1,-1128.007315
1369,1,-1125.718932,1,-1128.451382
1370,1,-1126.170095,1,-1128.904906
